strategy,entry_run,exit_run,final_value,total_return_pct,annual_return_pct,annualized_volatility_pct,sharpe_ratio,max_drawdown_pct,closed_trades,win_rate_pct,buy_hold_return_pct,trend_period
Hybrid Trend-Filtered Mean Reversion,2,9,5002666.093868076,391.2556082091146,14.724013043405998,24.497393066324957,0.043046220320595546,66.80302270320493,25,36.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,2,10,4699725.0266295625,385.0089095026142,14.472693738662802,24.584152985235065,0.04238619653377951,66.45286262954603,25,44.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,3,1,3989304.5826615547,368.620201864578,13.815951556303856,21.706510370696133,0.04438767322652954,61.1026090317544,35,34.285714285714285,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,3,2,4392929.883440932,378.25814968862454,14.201713820739329,22.029250060798166,0.044904218181750596,59.516579317800186,33,36.36363636363637,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,3,3,3489799.0700198677,355.2429254490779,13.282679888137515,22.383348354834393,0.042143440618856706,63.35272903802153,30,36.666666666666664,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,3,4,2864567.3851529295,335.5002431812487,12.500219152270153,22.645182199120843,0.03989379000106972,68.98018351523073,29,37.93103448275862,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,3,5,3718567.877403082,361.5923707962867,13.535481900726817,22.960160618891898,0.042058770294227256,64.21165111504921,27,37.03703703703704,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,3,6,3935079.9411755577,367.2516290076513,13.761279700688487,23.148193292579354,0.04237816021999278,64.37994054028744,25,40.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,3,7,3998942.883543055,368.8615140071821,13.825594237148334,23.497244880918295,0.042119366421100264,63.61059902875322,22,40.909090909090914,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,3,8,4474557.296567017,380.09925116857045,14.275553159392839,23.548601552475493,0.04311550004626447,63.718624821917224,22,40.909090909090914,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,3,9,4567157.856336531,382.1476191157599,14.357761249002232,23.61692377483196,0.04322575384361945,62.77869842623658,22,40.909090909090914,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,3,10,4444806.7450401895,379.43214840834236,14.248792777840302,23.701211746123178,0.04287110592845989,61.6045491120417,22,40.909090909090914,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,4,1,3305854.7710819016,349.8280162535629,13.06753103170952,20.133289322041485,0.0447514375306622,47.53245162967867,25,44.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,4,2,3453429.708033764,354.19529484996445,13.241022799644458,20.347896942371126,0.044889180333645654,48.11444305747506,24,45.83333333333333,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,4,3,2893098.3308831872,336.49131076545245,12.539368928351328,20.684610653482405,0.042476439630469376,50.366886390503836,24,41.66666666666667,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,4,4,2758170.06581467,331.715253319602,12.350827386327078,20.892860035241437,0.041678939789440865,51.81383369390894,24,37.5,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,4,5,3142675.381930643,344.76595626025863,12.86677137827607,21.237724794170227,0.04257821160348532,49.18904439708529,22,36.36363636363637,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,4,6,4359498.447156591,377.4942108682121,14.171089247123048,21.49224322783623,0.04560497308833268,49.861445955344095,20,45.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,4,7,3974878.1680688546,368.2579191088208,13.801476499892729,21.845632445220037,0.04415333914283741,49.59462056279512,19,42.10526315789473,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,4,8,4538693.861024352,381.52243678453095,14.332664251497295,21.885536709739448,0.04543855067877972,48.681850724654666,19,42.10526315789473,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,4,9,4426712.663550332,379.0242339182513,14.232432648134088,21.938960205160182,0.04510986090857468,49.67153077510545,19,42.10526315789473,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,4,10,3978143.326741823,368.3400302626395,13.8047571007808,21.990733788175532,0.043961474404177525,51.6063075654755,19,42.10526315789473,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,5,1,354701.81140588265,126.61072826458894,4.545225639417202,15.43035298617107,0.02297997691521515,41.80895879349403,20,40.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,5,2,353267.57731744886,126.205559319905,4.530355790572696,15.684145130811944,0.02271004115345394,38.815504971396045,19,42.10526315789473,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,5,3,309539.4027349075,112.99152089699062,4.046553294294533,16.074512928190494,0.020583674371161285,42.68617213798276,19,36.84210526315789,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,5,4,276201.28575971344,101.59597101526352,3.631129252058344,16.2101836705142,0.01894337488621676,47.02627976711056,19,31.57894736842105,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,5,5,527885.6924149191,166.3709582642062,6.014777121458185,17.180153794621052,0.026808769252059283,47.78809692936935,18,33.33333333333333,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,5,6,504257.5655611912,161.79169943255286,5.844479088161543,17.387113649646228,0.026038791703063766,48.143399390261166,17,35.294117647058826,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,5,7,387311.49738742993,135.4059086091039,4.868533831174393,17.75716424706299,0.02244103108772605,57.71484815875467,17,35.294117647058826,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,5,8,425257.2350476858,144.75240587767436,5.213204150463693,17.78366342850524,0.023586564838004635,53.979967466251985,17,35.294117647058826,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,5,9,437960.93852861144,147.69595389699273,5.321987612899899,17.828350413433526,0.023920877261341032,51.969225753132044,17,35.294117647058826,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,5,10,405844.4999496042,140.07998951982376,5.040758311808405,17.88542490132189,0.022938908269738746,53.78529584528523,17,35.294117647058826,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,6,1,233751.32728568558,84.90876603921159,3.0257892153013546,12.683396939994168,0.018760709519175616,52.76874458299541,10,30.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,6,2,237791.52489541852,86.62241580010969,3.0877897945944546,12.962284968114727,0.018823749345032913,51.02289728098092,9,44.44444444444444,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,6,3,214622.73147327124,76.3711563451015,2.7174500900921013,13.063371152730358,0.01700645591576417,52.62857373231511,9,44.44444444444444,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,6,4,209923.1103299902,74.15711363975296,2.6376398652108044,13.152560393998034,0.016576564744624222,54.432371797279615,9,44.44444444444444,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,6,5,408219.76353806356,140.6635479526409,5.0622803685703905,14.252529883756146,0.02628461230219247,54.71272493616645,8,50.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,6,6,354441.50140142237,126.53731291639323,4.542531112308632,14.381035426649683,0.023959986313623435,59.75047407383699,8,50.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,6,7,317466.1073841404,115.52008782502314,4.138957559196886,14.605746932841726,0.022065361126156643,66.05513190660542,8,37.5,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,6,8,332504.1384581752,120.1482120521113,4.308300926358229,14.619749159743764,0.022753260017539873,64.17713843821987,8,50.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,6,9,352459.72237190796,125.97661669610147,4.521954447533641,14.644833170817204,0.023610275921025433,62.03023592653341,8,50.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,6,10,332041.65164060827,120.00902318081774,4.303203982380009,14.678174875405128,0.02267863686876495,63.06817246258583,8,50.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,7,1,302173.39351999015,110.58308173537552,3.958615235996428,11.949444044670662,0.024181749717690226,34.38219104697083,5,40.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,7,2,293421.42453642463,107.64396986513822,3.8514016932292243,12.050456741860515,0.02350303866522804,36.90462975768931,5,40.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,7,3,269251.47894493426,99.04756228650176,3.538454349249978,12.113754709287615,0.021851237586376474,39.178303160431916,5,40.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,7,4,282797.9671680602,103.95625597767378,3.717036875410045,12.12957655220392,0.022727772248216416,37.164205082576714,5,40.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,7,5,611682.5952002553,181.10433266927308,6.56455769740014,13.600491040785222,0.033692938093383876,34.51428282190795,4,75.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,7,6,544825.886527565,169.52960833710307,6.132403798270563,13.67372878137026,0.0316863441249731,38.72001864797621,4,75.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,7,7,547699.4069114001,170.05564229297184,6.152005734370022,13.746698826260975,0.03164884710647306,41.99824700883624,4,75.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,7,8,555263.8466469904,171.42732141558133,6.203136511474529,13.755008948913192,0.03185558599254768,40.74559916812359,4,75.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,7,9,559719.8968048726,172.2266288330206,6.232942889773837,13.764280556372135,0.03196838960636611,40.27144344012361,4,75.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,7,10,538180.8458122654,168.30244623222072,6.086689350858833,13.785385029806912,0.0313031820587866,40.69873312026986,4,75.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,8,1,94717.53932930785,-5.427099355441017,-0.19034926001099373,3.9600630483571755,-0.0017923404891391137,18.39601898051615,1,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,8,2,94910.8387070274,-5.2232275017941605,-0.18320524371631083,3.9600913287452832,-0.001678448308784007,18.39601898051615,1,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,8,3,94175.90584077995,-6.0005813759352415,-0.21044230288723895,3.9645824824164926,-0.002107359204626608,18.39601898051615,1,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,8,4,94212.15500438566,-5.962097871311381,-0.20909408608944655,3.96454676822817,-0.002085931906419504,18.39601898051615,1,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,8,5,186805.63422746587,62.489850116906155,2.218089979778217,7.15890695052371,0.021553495185475554,19.936271682103037,1,100.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,8,6,186868.06498116706,62.52326469995778,2.219289101974575,7.158984566541172,0.0215636345254718,19.936271682103037,1,100.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,8,7,188748.67591494205,63.52461870962628,2.255230413779135,7.16108652135511,0.021867919336053265,19.936271682103037,1,100.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,8,8,185722.36725041003,61.90827234231776,2.1972216200659327,7.169111664540876,0.02134985421200954,19.936271682103037,1,100.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,8,9,183678.64982783145,60.80175764400892,2.1575290690902276,7.171342091002803,0.021003336503443652,20.129095937940658,1,100.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,8,10,180140.90056368752,58.85691395983063,2.087801598390314,7.180661070655596,0.02038293736550766,21.680454723543292,1,100.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,9,1,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,9,2,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,9,3,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,9,4,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,9,5,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,9,6,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,9,7,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,9,8,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,9,9,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,9,10,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,10,1,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,10,2,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,10,3,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,10,4,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,10,5,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,10,6,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,10,7,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,10,8,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,10,9,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,10,10,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,200
